X,Y,ADJG,B_ERR,BOUGUER,COORD_ERR,DAY,DEPTH,DEPTH_ERR,DEPTH_TYPE,ELEV,ELEV_ERR,FA_ERR,FREEAIR,G_ERR,PROJ,STATUS,STN,STN_TYPE,TC,TC_ERR,TIME
-116.665606,55.472714,981348.907,0.66,-81.1,5,10-Dec-95,0,0,1,598.411,2,0.62,-14.11,0.05,1995115,1,13260,1,0,0,2031
-116.665588,55.468379,981349.435,0.66,-81.16,5,10-Dec-95,0,0,1,593.525,2,0.62,-14.72,0.05,1995115,1,13261,1,0,0,2038
-116.665632,55.463127,981350.152,0.66,-81.15,5,10-Dec-95,0,0,1,587.694,2,0.62,-15.35,0.05,1995115,1,13262,1,0,0,2046
-116.667119,55.453948,981349.869,0.66,-80.49,5,10-Dec-95,0,0,1,588.509,2,0.62,-14.61,0.05,1995115,1,13263,1,0,0,2059
-116.667803,55.449513,981349.174,0.66,-80.58,5,10-Dec-95,0,0,1,589.712,2,0.62,-14.56,0.05,1995115,1,13264,1,0,0,2102
-116.668116,55.444669,981348.742,0.66,-79.58,5,10-Dec-95,0,0,1,594.905,2,0.62,-12.98,0.05,1995115,1,13265,1,0,0,2109
-116.668117,55.439942,981347.026,0.66,-80.19,5,10-Dec-95,0,0,1,598.482,2,0.62,-13.19,0.05,1995115,1,13266,1,0,0,2117
-116.668112,55.43545,981345.794,0.66,-80.99,5,10-Dec-95,0,0,1,598.745,2,0.62,-13.96,0.05,1995115,1,13267,1,0,0,2133
-116.668114,55.430888,981345.3,0.66,-81.12,5,10-Dec-95,0,0,1,598.636,2,0.62,-14.1,0.05,1995115,1,13268,1,0,0,2140
-116.6663,55.458554,981344.847,0.66,-86.06,5,10-Dec-95,0,0,1,587.702,2,0.62,-20.27,0.05,1995115,1,13269,1,0,0,2148
-116.668134,55.431637,981344.948,0.66,-81.53,5,11-Dec-95,0,0,1,598.671,2,0.62,-14.51,0.05,1995115,1,13270,1,0,0,1715
-116.668114,55.426264,981344.729,0.66,-81.6,5,11-Dec-95,0,0,1,597.095,2,0.62,-14.76,0.05,1995115,1,13271,1,0,0,1728
-116.668105,55.421546,981344.078,0.66,-81.71,5,11-Dec-95,0,0,1,597.829,2,0.62,-14.78,0.05,1995115,1,13272,1,0,0,1738
-115.886221,55.516726,981358.4,1.11,-79.6,100,18-Aug-67,0,0,1,576.68,3,1.05,-15.04,0.5,1967006,1,10703,1,0,0,1739
-115.641201,55.495063,981355.6,1.11,-80.51,100,18-Aug-67,0,0,1,576.99,3,1.05,-15.91,0.5,1967006,1,10704,1,0,0,1748
-115.38952,55.481731,981358.2,1.11,-76.84,100,29-Aug-67,0,0,1,576.68,3,1.05,-12.28,0.5,1967006,1,12836,1,0,0,1649
-117.634653,55.561694,981372.4,1.11,-72.4,100,19-Aug-67,0,0,1,561.44,3,1.05,-9.54,0.5,1967006,1,10727,1,0,0,1653
-117.432979,55.588366,981404.4,1.11,-72.05,100,19-Aug-67,0,0,1,411.78,3,1.05,-25.96,0.5,1967006,1,10728,1,0,0,1704
-117.968006,55.561688,981405,1.11,-69.14,100,17-Aug-67,0,0,1,412.09,3,1.05,-23,0.5,1967006,1,14752,1,0,0,2024
-117.124635,55.550038,981360.3,1.11,-79.56,100,18-Aug-67,0,0,1,581.56,3,1.05,-14.45,0.5,1967006,1,10720,1,0,0,2209
-116.977958,55.546707,981342.2,1.11,-81.51,100,19-Aug-67,0,0,1,662.33,3,1.05,-7.36,0.5,1967006,1,10730,1,0,0,1802
-116.95029,55.593253,981347.709,0.66,-80.8,5,10-Dec-95,0,0,1,657.965,2,0.62,-7.14,0.05,1995115,1,14306,1,0,0,1911
-116.950291,55.589295,981347.112,0.66,-80.62,5,10-Dec-95,0,0,1,660.2,2,0.62,-6.71,0.05,1995115,1,14307,1,0,0,1920
-116.950294,55.584872,981346.751,0.66,-80.23,5,10-Dec-95,0,0,1,662.12,2,0.62,-6.1,0.05,1995115,1,14308,1,0,0,1927
-116.95029,55.580584,981347.04,0.66,-79.97,5,10-Dec-95,0,0,1,660.105,2,0.62,-6.07,0.05,1995115,1,14309,1,0,0,1934
-116.950278,55.57628,981346.71,0.66,-80.02,5,10-Dec-95,0,0,1,659.703,2,0.62,-6.16,0.05,1995115,1,14310,1,0,0,1941
-116.950289,55.572055,981346.118,0.66,-80.17,5,10-Dec-95,0,0,1,660.13,2,0.62,-6.27,0.05,1995115,1,14311,1,0,0,1949
-116.95028,55.566875,981345.482,0.66,-80.29,5,10-Dec-95,0,0,1,660.541,2,0.62,-6.34,0.05,1995115,1,14312,1,0,0,2002
-116.95028,55.562336,981344.912,0.66,-80.52,5,10-Dec-95,0,0,1,660.291,2,0.62,-6.6,0.05,1995115,1,14313,1,0,0,2016
-116.950287,55.558126,981344.403,0.66,-80.53,5,10-Dec-95,0,0,1,660.999,2,0.62,-6.54,0.05,1995115,1,14314,1,0,0,2023
-116.950293,55.553436,981343.732,0.66,-80.75,5,10-Dec-95,0,0,1,661.29,2,0.62,-6.72,0.05,1995115,1,14315,1,0,0,2031
-116.950287,55.548933,981342.847,0.66,-81.23,5,10-Dec-95,0,0,1,661.426,2,0.62,-7.18,0.05,1995115,1,14316,1,0,0,2039
-116.950286,55.544412,981342.669,0.66,-81.64,5,10-Dec-95,0,0,1,658.286,2,0.62,-7.95,0.05,1995115,1,14317,1,0,0,2047
-116.950286,55.539894,981342.94,0.66,-81.39,5,10-Dec-95,0,0,1,656.243,2,0.62,-7.92,0.05,1995115,1,14318,1,0,0,2056
-117.129637,55.635041,981366.5,1.11,-77.79,100,29-Aug-67,0,0,1,595.58,3,1.05,-11.12,0.5,1967006,1,14869,1,0,0,1707
-116.699608,55.606714,981359.8,1.11,-77.13,100,19-Aug-67,0,0,1,620.88,3,1.05,-7.62,0.5,1967006,1,10731,1,0,0,1814
-116.97612,55.653966,981363.729,0.66,-76.86,5,09-Dec-95,0,0,1,622.537,2,0.62,-7.17,0.05,1995115,1,14288,1,0,0,2222
-116.976106,55.649185,981362.55,0.66,-77.53,5,09-Dec-95,0,0,1,623.1,2,0.62,-7.77,0.05,1995115,1,14289,1,0,0,2231
-116.976091,55.643822,981361.892,0.66,-77.47,5,09-Dec-95,0,0,1,624.427,2,0.62,-7.57,0.05,1995115,1,14290,1,0,0,2241
-116.9761,55.64559,981362.006,0.66,-77.8,5,10-Dec-95,0,0,1,622.962,2,0.62,-8.06,0.05,1995115,1,14291,1,0,0,1718
-116.976096,55.641246,981361.363,0.66,-77.7,5,10-Dec-95,0,0,1,624.85,2,0.62,-7.75,0.05,1995115,1,14292,1,0,0,1725
-116.976106,55.636953,981360.416,0.66,-77.9,5,10-Dec-95,0,0,1,626.822,2,0.62,-7.73,0.05,1995115,1,14293,1,0,0,1732
-116.976117,55.632068,981359.034,0.66,-78.23,5,10-Dec-95,0,0,1,630.072,2,0.62,-7.69,0.05,1995115,1,14294,1,0,0,1739
-116.976119,55.627734,981358.031,0.66,-78.49,5,10-Dec-95,0,0,1,631.967,2,0.62,-7.75,0.05,1995115,1,14295,1,0,0,1746
-116.976139,55.623446,981357.443,0.66,-78.52,5,10-Dec-95,0,0,1,632.989,2,0.62,-7.66,0.05,1995115,1,14296,1,0,0,1754
-116.976148,55.618704,981355.892,0.66,-79.24,5,10-Dec-95,0,0,1,635.151,2,0.62,-8.14,0.05,1995115,1,14297,1,0,0,1802
-116.976127,55.61418,981354.267,0.66,-79.84,5,10-Dec-95,0,0,1,638.428,2,0.62,-8.37,0.05,1995115,1,14298,1,0,0,1809
-116.976143,55.609674,981352.183,0.66,-80.88,5,10-Dec-95,0,0,1,641.805,2,0.62,-9.03,0.05,1995115,1,14299,1,0,0,1817
-116.973439,55.606751,981350.872,0.66,-81.15,5,10-Dec-95,0,0,1,645.848,2,0.62,-8.85,0.05,1995115,1,14300,1,0,0,1825
-116.965954,55.606742,981350.736,0.66,-81.14,5,10-Dec-95,0,0,1,646.579,2,0.62,-8.76,0.05,1995115,1,14301,1,0,0,1831
-116.958615,55.606731,981350.364,0.66,-81.06,5,10-Dec-95,0,0,1,648.901,2,0.62,-8.42,0.05,1995115,1,14302,1,0,0,1841
-116.950316,55.606461,981350.287,0.66,-80.75,5,10-Dec-95,0,0,1,650.752,2,0.62,-7.9,0.05,1995115,1,14303,1,0,0,1848
-116.950299,55.602183,981348.982,0.66,-81.21,5,10-Dec-95,0,0,1,653.224,2,0.62,-8.08,0.05,1995115,1,14304,1,0,0,1854
-116.950286,55.597347,981348.036,0.66,-81.18,5,10-Dec-95,0,0,1,656.086,2,0.62,-7.73,0.05,1995115,1,14305,1,0,0,1903
-118.063022,55.770025,981388.5,5,-72.09,0,01-Jan-01,0,0,1,570.59,0,3,-8.22,0,1950001,1,2229,1,0,0,0
-117.731338,55.72003,981385.3,1.11,-73.35,100,15-Aug-67,0,0,1,559,3,1.05,-10.77,0.5,1967006,1,14744,1,0,0,1818
-117.829669,55.666693,981380.3,1.11,-73.55,100,17-Aug-67,0,0,1,560.53,3,1.05,-10.8,0.5,1967006,1,14745,1,0,0,1902
-118.04968,55.66169,981353.4,1.11,-70.75,100,17-Aug-67,0,0,1,709.57,3,1.05,8.69,0.5,1967006,1,14753,1,0,0,2046
-117.387984,55.758374,981383.4,1.11,-77.29,100,29-Aug-67,0,0,1,565.1,3,1.05,-14.03,0.5,1967006,1,14878,1,0,0,1908
-117.617998,55.718366,981422.4,1.11,-70,100,29-Aug-67,0,0,1,386.49,3,1.05,-26.74,0.5,1967006,1,14879,1,0,0,1926
-118.049682,55.721691,981377.8,1.11,-70.93,100,29-Aug-67,0,0,1,610.21,3,1.05,-2.62,0.5,1967006,1,14882,1,0,0,2057
-117.0463,55.721711,981372.5,1.11,-76.06,100,29-Aug-67,0,0,1,611.12,3,1.05,-7.64,0.5,1967006,1,14870,1,0,0,1720
-117.337984,55.665039,981376.3,1.11,-74.6,100,29-Aug-67,0,0,1,574.85,3,1.05,-10.24,0.5,1967006,1,14883,1,0,0,2145
-117.201307,55.738376,981379.4,1.11,-76.43,100,29-Aug-67,0,0,1,581.25,3,1.05,-11.36,0.5,1967006,1,14884,1,0,0,2200
-116.976098,55.769437,981377.077,0.66,-72.95,5,09-Dec-95,0,0,1,624.109,2,0.62,-3.08,0.05,1995115,1,14262,1,0,0,1850
-116.9761,55.764067,981376.049,0.66,-73.14,5,09-Dec-95,0,0,1,626.103,2,0.62,-3.04,0.05,1995115,1,14263,1,0,0,1903
-116.976094,55.759548,981375.598,0.66,-73.26,5,09-Dec-95,0,0,1,625.821,2,0.62,-3.2,0.05,1995115,1,14264,1,0,0,1909
-116.976093,55.754845,981375.46,0.66,-73.5,5,09-Dec-95,0,0,1,623.314,2,0.62,-3.72,0.05,1995115,1,14265,1,0,0,1920
-116.976107,55.750316,981375.088,0.66,-73.89,5,09-Dec-95,0,0,1,621.252,2,0.62,-4.34,0.05,1995115,1,14266,1,0,0,1926
-116.976106,55.745982,981374.319,0.66,-74.31,5,09-Dec-95,0,0,1,621.148,2,0.62,-4.78,0.05,1995115,1,14267,1,0,0,1938
-116.976115,55.742515,981373.516,0.66,-74.6,5,09-Dec-95,0,0,1,622.271,2,0.62,-4.94,0.05,1995115,1,14268,1,0,0,1948
-116.976114,55.738014,981372.636,0.66,-74.78,5,09-Dec-95,0,0,1,623.918,2,0.62,-4.93,0.05,1995115,1,14269,1,0,0,1953
-116.976121,55.733526,981372.847,0.66,-74.84,5,09-Dec-95,0,0,1,620.612,2,0.62,-5.36,0.05,1995115,1,14270,1,0,0,2000
-116.976116,55.724987,981371.662,0.66,-74.98,5,09-Dec-95,0,0,1,622.253,2,0.62,-5.32,0.05,1995115,1,14272,1,0,0,2013
-116.97613,55.720162,981370.778,0.66,-75.26,5,09-Dec-95,0,0,1,623.265,2,0.62,-5.49,0.05,1995115,1,14273,1,0,0,2026
-116.976103,55.715457,981369.891,0.66,-75.36,5,09-Dec-95,0,0,1,625.263,2,0.62,-5.36,0.05,1995115,1,14274,1,0,0,2035
-116.976133,55.711077,981369.388,0.66,-75.5,5,09-Dec-95,0,0,1,625.223,2,0.62,-5.51,0.05,1995115,1,14275,1,0,0,2042
-116.976142,55.706642,981368.994,0.66,-75.62,5,09-Dec-95,0,0,1,624.702,2,0.62,-5.69,0.05,1995115,1,14276,1,0,0,2051
-116.97613,55.702044,981368.479,0.66,-75.71,5,09-Dec-95,0,0,1,624.902,2,0.62,-5.75,0.05,1995115,1,14277,1,0,0,2102
-116.976134,55.697596,981368.101,0.66,-75.69,5,09-Dec-95,0,0,1,625.025,2,0.62,-5.72,0.05,1995115,1,14278,1,0,0,2109
-116.976131,55.693052,981367.877,0.66,-75.73,5,09-Dec-95,0,0,1,624.001,2,0.62,-5.87,0.05,1995115,1,14279,1,0,0,2115
-116.976131,55.688957,981367.591,0.66,-75.66,5,09-Dec-95,0,0,1,624.032,2,0.62,-5.8,0.05,1995115,1,14280,1,0,0,2122
-116.97614,55.684634,981367.426,0.66,-75.79,5,09-Dec-95,0,0,1,622.365,2,0.62,-6.12,0.05,1995115,1,14281,1,0,0,2128
-116.976139,55.680223,981366.858,0.66,-76.1,5,09-Dec-95,0,0,1,621.774,2,0.62,-6.5,0.05,1995115,1,14282,1,0,0,2137
-116.976145,55.675508,981366.192,0.66,-76.42,5,09-Dec-95,0,0,1,621.521,2,0.62,-6.84,0.05,1995115,1,14283,1,0,0,2142
-116.976156,55.671357,981365.915,0.66,-76.43,5,09-Dec-95,0,0,1,621.095,2,0.62,-6.9,0.05,1995115,1,14284,1,0,0,2148
-116.976144,55.667103,981365.544,0.66,-76.49,5,09-Dec-95,0,0,1,620.841,2,0.62,-6.99,0.05,1995115,1,14285,1,0,0,2155
-116.976127,55.662764,981364.776,0.66,-76.7,5,09-Dec-95,0,0,1,621.834,2,0.62,-7.08,0.05,1995115,1,14286,1,0,0,2203
-116.976134,55.658373,981364.451,0.66,-76.85,5,09-Dec-95,0,0,1,620.815,2,0.62,-7.35,0.05,1995115,1,14287,1,0,0,2213
-115.64454,55.610067,981336.9,1.11,-83.67,100,18-Aug-67,0,0,1,705.61,3,1.05,-4.67,0.5,1967006,1,10705,1,0,0,1814
-115.86622,55.605063,981346.8,1.11,-78.55,100,18-Aug-67,0,0,1,679.09,3,1.05,-2.53,0.5,1967006,1,10706,1,0,0,1827
-115.844556,55.7334,981346.5,1.11,-81.61,100,18-Aug-67,0,0,1,720.24,3,1.05,-0.98,0.5,1967006,1,10707,1,0,0,1840
-115.666215,55.741738,981348.2,1.11,-80.49,100,18-Aug-67,0,0,1,720.85,3,1.05,0.21,0.5,1967006,1,10708,1,0,0,1851
-116.016235,55.720064,981356.7,1.11,-72.62,100,18-Aug-67,0,0,1,708.36,3,1.05,6.69,0.5,1967006,1,10714,1,0,0,2020
-116.156246,55.725062,981354.8,1.11,-75.66,100,18-Aug-67,0,0,1,704.7,3,1.05,3.24,0.5,1967006,1,10715,1,0,0,2032
-116.431266,55.731724,981366.4,1.11,-79.23,100,18-Aug-67,0,0,1,630.33,3,1.05,-8.66,0.5,1967006,1,10716,1,0,0,2044
-116.656279,55.703383,981365.5,1.11,-78.99,100,19-Aug-67,0,0,1,623.93,3,1.05,-9.14,0.5,1967006,1,10732,1,0,0,1824
-115.277849,55.666741,981347,1.11,-72.91,100,29-Aug-67,0,0,1,733.35,3,1.05,9.19,0.5,1967006,1,12837,1,0,0,1717
-116.456259,55.586719,981360.7,1.11,-80.94,100,17-Sep-67,0,0,1,588.26,3,1.05,-15.09,0.5,1967006,1,15042,1,0,0,1950
-116.317917,55.596722,981349.7,1.11,-82.91,100,17-Sep-67,0,0,1,638.56,3,1.05,-11.42,0.5,1967006,1,15043,1,0,0,2004
-116.112903,55.611725,981365.8,1.11,-78.08,100,17-Sep-67,0,0,1,587.65,3,1.05,-12.29,0.5,1967006,1,15044,1,0,0,2029
-114.977813,55.345065,981352.2,5,-70.66,0,01-Jan-01,0,0,1,579.73,0,3,-5.76,0,1950001,1,2213,1,0,0,0
-113.861086,55.325088,981343.3,1.11,-71.76,100,02-Jul-67,0,0,1,610.82,3,1.05,-3.37,0.5,1967006,1,10276,1,0,0,2422
-114.392786,55.356745,981345.7,1.11,-70.66,100,29-Aug-67,0,0,1,617.83,3,1.05,-1.5,0.5,1967006,1,10793,1,0,0,2253
-114.387788,55.513416,981330,1.11,-72.04,100,29-Aug-67,0,0,1,758.34,3,1.05,12.86,0.5,1967006,1,10794,1,0,0,2306
-113.9711,55.526759,981301.4,1.11,-75.6,100,29-Aug-67,0,0,1,891.54,3,1.05,24.21,0.5,1967006,1,10798,1,0,0,2440
-114.264448,55.411748,981343.9,1.11,-71.56,100,29-Aug-67,0,0,1,646.18,3,1.05,0.78,0.5,1967006,1,10799,1,0,0,2457
-114.232774,55.336747,981343.3,1.11,-74.36,100,29-Aug-67,0,0,1,602.59,3,1.05,-6.9,0.5,1967006,1,10800,1,0,0,2506
-114.084437,55.401752,981336,1.11,-72.86,100,02-Jul-67,0,0,1,675.44,3,1.05,2.75,0.5,1967006,1,12271,1,0,0,2431
-114.054432,55.320083,981343.4,1.11,-71.23,100,02-Jul-67,0,0,1,610.82,3,1.05,-2.85,0.5,1967006,1,12272,1,0,0,2442
-114.789468,55.378403,981354.8,1.11,-71.42,100,29-Aug-67,0,0,1,576.99,3,1.05,-6.83,0.5,1967006,1,12828,1,0,0,1512
-114.89614,55.47507,981369.3,1.11,-65.11,100,29-Aug-67,0,0,1,576.99,3,1.05,-0.52,0.5,1967006,1,12829,1,0,0,1522
-115.072823,55.53507,981380.1,1.11,-59.33,100,29-Aug-67,0,0,1,577.29,3,1.05,5.3,0.5,1967006,1,12834,1,0,0,1633
-115.236175,55.523401,981373.9,1.11,-64.6,100,29-Aug-67,0,0,1,576.99,3,1.05,-0.01,0.5,1967006,1,12835,1,0,0,1642
-114.592801,55.490077,981278.5,1.11,-75.7,100,29-Aug-67,0,0,1,991.82,3,1.05,35.33,0.5,1967006,1,12854,1,0,0,2106
-114.599463,55.380074,981351.7,1.11,-70.95,100,29-Aug-67,0,0,1,595.88,3,1.05,-4.25,0.5,1967006,1,12855,1,0,0,2117
-115.196162,55.345063,981342.4,1.11,-76.03,100,17-Sep-67,0,0,1,602.28,3,1.05,-8.6,0.5,1967006,1,15052,1,0,0,2254
-114.896135,55.326733,981348.8,1.11,-72.86,100,17-Sep-67,0,0,1,577.9,3,1.05,-8.17,0.5,1967006,1,15053,1,0,0,2316
-115.079484,55.370064,981348.7,1.11,-74.84,100,18-Sep-67,0,0,1,587.04,3,1.05,-9.12,0.5,1967006,1,15054,1,0,0,1904
-113.801088,55.44676,981340.5,1.11,-69.36,100,02-Jul-67,0,0,1,689.76,3,1.05,7.86,0.5,1967006,1,10275,1,0,0,2407
-112.457642,55.380105,981349.4,1.11,-74.75,100,15-Jul-67,0,0,1,588.26,3,1.05,-8.9,0.5,1967006,1,12426,1,0,0,2337
-113.36272,55.515102,981357.4,1.11,-66.21,100,17-Jul-67,0,0,1,649.22,3,1.05,6.47,0.5,1967006,1,12439,1,0,0,2035
-113.476062,55.406766,981350.4,1.11,-66.31,100,17-Jul-67,0,0,1,637.64,3,1.05,5.07,0.5,1967006,1,12440,1,0,0,2046
-113.631071,55.390096,981339.3,1.11,-72.65,100,17-Jul-67,0,0,1,654.71,3,1.05,0.65,0.5,1967006,1,12441,1,0,0,2055
-113.596074,55.501765,981340.4,1.11,-71.37,100,17-Jul-67,0,0,1,703.78,3,1.05,7.42,0.5,1967006,1,12442,1,0,0,2108
-112.834345,55.453438,981361.4,1.11,-65.79,100,16-Jul-67,0,0,1,604.42,3,1.05,1.87,0.5,1967006,1,14371,1,0,0,1658
-113.022696,55.405105,981334,1.11,-68.62,100,16-Jul-67,0,0,1,708.66,3,1.05,10.71,0.5,1967006,1,14372,1,0,0,1713
-113.222709,55.488436,981354.4,1.11,-65.16,100,16-Jul-67,0,0,1,658.37,3,1.05,8.55,0.5,1967006,1,14375,1,0,0,1804
-113.339389,55.383434,981346.9,1.11,-65.2,100,16-Jul-67,0,0,1,651.05,3,1.05,7.68,0.5,1967006,1,14376,1,0,0,1817
-113.127701,55.348437,981337,1.11,-65.73,100,16-Jul-67,0,0,1,683.67,3,1.05,10.81,0.5,1967006,1,14377,1,0,0,1832
-112.95269,55.330105,981332,1.11,-69.41,100,16-Jul-67,0,0,1,682.45,3,1.05,6.99,0.5,1967006,1,14386,1,0,0,2109
-112.802672,55.338439,981328.6,1.11,-69.99,100,16-Jul-67,0,0,1,700.43,3,1.05,8.43,0.5,1967006,1,14387,1,0,0,2118
-112.660998,55.396772,981352.9,1.11,-72.07,100,16-Jul-67,0,0,1,591.31,3,1.05,-5.87,0.5,1967006,1,14388,1,0,0,2128
-112.545982,55.476772,981355.6,1.11,-71.11,100,16-Jul-67,0,0,1,616.92,3,1.05,-2.05,0.5,1967006,1,14389,1,0,0,2138
-114.277792,55.761762,981379.6,1.11,-68.74,100,29-Aug-67,0,0,1,629.41,3,1.05,1.72,0.5,1967006,1,10795,1,0,0,2332
-113.992771,55.588427,981322.1,1.11,-71.07,100,29-Aug-67,0,0,1,835.76,3,1.05,22.49,0.5,1967006,1,10796,1,0,0,2357
-114.159444,55.555089,981294.2,1.11,-77.78,100,29-Aug-67,0,0,1,929.34,3,1.05,26.26,0.5,1967006,1,10797,1,0,0,2406
-114.779485,55.621746,981357.5,1.11,-63.33,100,29-Aug-67,0,0,1,709.27,3,1.05,16.07,0.5,1967006,1,12830,1,0,0,1536
-114.621151,55.728419,981375.7,1.11,-63.96,100,29-Aug-67,0,0,1,659.28,3,1.05,9.85,0.5,1967006,1,12831,1,0,0,1559
-114.842826,55.750082,981382.2,1.11,-61.2,100,29-Aug-67,0,0,1,649.53,3,1.05,11.51,0.5,1967006,1,12832,1,0,0,1611
-115.004496,55.636743,981353.5,1.11,-62.91,100,29-Aug-67,0,0,1,738.23,3,1.05,19.73,0.5,1967006,1,12833,1,0,0,1623
-115.101169,55.728407,981368.8,1.11,-68.52,100,29-Aug-67,0,0,1,671.17,3,1.05,6.61,0.5,1967006,1,12838,1,0,0,1727
-114.48614,55.718421,981366.9,1.11,-67.55,100,29-Aug-67,0,0,1,681.53,3,1.05,8.75,0.5,1967006,1,12852,1,0,0,2032
-114.582808,55.638416,981356.7,1.11,-65.48,100,29-Aug-67,0,0,1,709.57,3,1.05,13.95,0.5,1967006,1,12853,1,0,0,2041
-113.847758,55.711765,981373.8,1.11,-65.23,100,02-Jul-67,0,0,1,655.32,3,1.05,8.13,0.5,1967006,1,10272,1,0,0,2337
-113.744417,55.61843,981330.8,1.11,-68.56,100,02-Jul-67,0,0,1,817.17,3,1.05,22.92,0.5,1967006,1,10273,1,0,0,2348
-113.854425,55.556762,981338.2,1.11,-68.76,100,02-Jul-67,0,0,1,751.94,3,1.05,15.42,0.5,1967006,1,10274,1,0,0,2357
-112.794346,55.746771,981390.3,1.11,-72.82,100,17-Jul-67,0,0,1,547.73,3,1.05,-11.5,0.5,1967006,1,12434,1,0,0,1938
-113.067699,55.631771,981379.1,1.11,-67.13,100,17-Jul-67,0,0,1,584.3,3,1.05,-1.72,0.5,1967006,1,12436,1,0,0,2001
-113.279386,55.655103,981362.4,1.11,-68.08,100,17-Jul-67,0,0,1,674.52,3,1.05,7.43,0.5,1967006,1,12437,1,0,0,2013
-113.382726,55.603435,981341.6,1.11,-70.38,100,17-Jul-67,0,0,1,746.46,3,1.05,13.18,0.5,1967006,1,12438,1,0,0,2025
-113.556071,55.608433,981300.9,1.11,-75.11,100,17-Jul-67,0,0,1,931.77,3,1.05,29.2,0.5,1967006,1,12443,1,0,0,2123
-113.471067,55.71677,981367.6,1.11,-71.86,100,17-Jul-67,0,0,1,655.32,3,1.05,1.51,0.5,1967006,1,12444,1,0,0,2153
-113.64275,55.761768,981387.3,1.11,-60.5,100,17-Jul-67,0,0,1,632.16,3,1.05,10.27,0.5,1967006,1,12445,1,0,0,2202
-112.614329,55.721771,981408.8,1.11,-71.49,100,16-Jul-67,0,0,1,449.58,3,1.05,-21.16,0.5,1967006,1,14368,1,0,0,1625
-112.794344,55.646772,981402.2,1.11,-70.27,100,16-Jul-67,0,0,1,457.2,3,1.05,-19.08,0.5,1967006,1,14369,1,0,0,1636
-112.771003,55.550105,981396,1.11,-67.22,100,16-Jul-67,0,0,1,462.69,3,1.05,-15.42,0.5,1967006,1,14370,1,0,0,1646
-113.016027,55.561771,981371.4,1.11,-65.86,100,16-Jul-67,0,0,1,599.85,3,1.05,1.3,0.5,1967006,1,14373,1,0,0,1727
-113.199377,55.583436,981352.3,1.11,-68.29,100,16-Jul-67,0,0,1,694.03,3,1.05,9.41,0.5,1967006,1,14374,1,0,0,1755
-113.087707,55.760105,981394.7,1.11,-67.87,100,17-Jul-67,0,0,1,556.26,3,1.05,-5.6,0.5,1967006,1,14404,1,0,0,2154
-117.724674,55.795033,981392.4,1.11,-73.77,100,15-Aug-67,0,0,1,552.91,3,1.05,-11.88,0.5,1967006,1,14743,1,0,0,1809
-117.881343,55.783362,981388.8,1.11,-72.44,100,29-Aug-67,0,0,1,573.02,3,1.05,-8.29,0.5,1967006,1,14880,1,0,0,2010
-118.070136,55.810464,981390.848,0.66,-76.53,5,05-Dec-95,0,0,1,553.399,2,0.62,-14.58,0.05,1995115,1,13158,1,0,0,2043
-118.062074,55.810481,981390.837,0.66,-76.49,5,05-Dec-95,0,0,1,553.693,2,0.62,-14.5,0.05,1995115,1,13159,1,0,0,2053
-118.054306,55.810349,981390.879,0.66,-76.53,5,05-Dec-95,0,0,1,553.201,2,0.62,-14.6,0.05,1995115,1,13160,1,0,0,2100
-118.046425,55.810478,981391.1,0.66,-76.55,5,05-Dec-95,0,0,1,552.03,2,0.62,-14.75,0.05,1995115,1,13161,1,0,0,2107
-118.038556,55.810491,981391.142,0.66,-76.6,5,05-Dec-95,0,0,1,551.542,2,0.62,-14.86,0.05,1995115,1,13162,1,0,0,2115
-118.029828,55.810494,981391.237,0.66,-76.54,5,05-Dec-95,0,0,1,551.399,2,0.62,-14.81,0.05,1995115,1,13163,1,0,0,2121
-118.022636,55.81048,981391.131,0.66,-76.42,5,05-Dec-95,0,0,1,552.542,2,0.62,-14.56,0.05,1995115,1,13164,1,0,0,2128
-118.014425,55.81049,981391.3,0.66,-76.26,5,05-Dec-95,0,0,1,552.484,2,0.62,-14.41,0.05,1995115,1,13165,1,0,0,2134
-118.006293,55.81049,981391.51,0.66,-76.18,5,05-Dec-95,0,0,1,551.822,2,0.62,-14.41,0.05,1995115,1,13166,1,0,0,2140
-117.998957,55.810494,981391.9,0.66,-76.13,5,05-Dec-95,0,0,1,550.109,2,0.62,-14.54,0.05,1995115,1,13167,1,0,0,2148
-117.991155,55.81035,981391.889,0.66,-76.02,5,05-Dec-95,0,0,1,550.659,2,0.62,-14.37,0.05,1995115,1,13168,1,0,0,2154
-117.983613,55.810497,981391.51,0.66,-76.09,5,05-Dec-95,0,0,1,552.284,2,0.62,-14.26,0.05,1995115,1,13169,1,0,0,2201
-117.975452,55.8105,981391.552,0.66,-75.96,5,05-Dec-95,0,0,1,552.728,2,0.62,-14.08,0.05,1995115,1,13170,1,0,0,2207
-117.967769,55.810498,981391.731,0.66,-75.61,5,05-Dec-95,0,0,1,553.619,2,0.62,-13.63,0.05,1995115,1,13171,1,0,0,2212
-117.959265,55.810499,981391.774,0.66,-75.28,5,05-Dec-95,0,0,1,555.058,2,0.62,-13.14,0.05,1995115,1,13172,1,0,0,2220
-117.950687,55.810499,981391.647,0.66,-74.82,5,05-Dec-95,0,0,1,558.06,2,0.62,-12.35,0.05,1995115,1,13173,1,0,0,2227
